date,Net Sales_QTR,Other Income_QTR,Total Income_QTR,Expenditure_QTR,Finance Costs_QTR,Purchases of stock-in-trade_QTR,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_QTR",Employee benefit expense_QTR,Depreciation and amortisation expense_QTR,Other Expenses_QTR,Profit (+)/ Loss (-) from Ordinary Activities before Tax_QTR,Tax_QTR,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_QTR,Net Profit_QTR,Current tax_QTR,Deferred tax_QTR,Minority Interest_QTR,Share of Profit & Loss of Asso_QTR,Net Profit after Mino Inter & Share of P & L_QTR,Any Other_QTR,Income Attributable to Consolidated Group_QTR,EPS after Extraordinary items (in Rs)_QTR,Exceptional Item_QTR,Profit after Interest but before Exceptional Items_QTR,Net Profit Loss for the period from continuing operations_QTR,Profit (loss) from discontinuing operations before tax_QTR,Tax expense of discontinuing operations_QTR,Net profit (loss) from discontinuing operation after tax_QTR,Other Comprehensive Income Net of Taxes_QTR,Any Other Comprehensive Item_QTR,Total Comprehensive Income for the Period_QTR,Total Amount of items that will not be reclassified to profit and loss_QTR,Income tax relating to items that will not be reclassified to profit or loss_QTR,Total Amount of items that will be reclassified to profit and loss_QTR,Income tax relating to items that will be reclassified to profit or loss_QTR,Net movement in regulatory deferral account balances_QTR,Share of profit(loss) of associates and joint ventures_QTR,Basic EPS for continuing operation_QTR,Diluted EPS for continuing operation_QTR,Basic for discontinued & continuing operation_QTR,Diluted for discontinued & continuing operation_QTR,_QTR,basic_eps_QTR,diluted_eps_QTR,Depreciation and amortisation expenses_QTR,Basic for discontinued operation_QTR,Diluted for discontinued operation_QTR,Net Sales / Income from Operations_QTR,Other Operating Income_QTR,"Changes in inventories of finished goods, wip and Stock-in-trade_QTR",Equity Capital_QTR,Employee Benefit Expenses_QTR,"Profit or Loss, Attributable to Owners of Parent_QTR","Profit from Operations before Other Income, Interest and Exceptional Items_QTR",Profit before Interest and Exceptional Items_QTR,Financial Cost_QTR,"Total Profit or Loss, Attributable to Non-Controlling Interests_QTR",Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests_QTR,Basic & Diluted EPS after Extraordinary items_QTR,Interest_QTR,Prior Period Items_QTR,Tax Expense_QTR,Comprehensive Income for the Period Attributable to Owners of Parent_QTR,Extraordinary Items_QTR,EPS before Extraordinary items (in Rs)_QTR,Reserves_QTR,Net Exchange (Gain) / Loss_QTR,Cost of Investment In Sub_QTR,Face Value (in Rs)_QTR,Purchases of Stock in Trade_QTR,Interest income on income tax refund_QTR,Deferred Tax_QTR,Profit before extraordinary items and Tax_QTR,Revenue from Operations_QTR,Short provision for tax relating to prior years_QTR
2019-03-27,"8,355.50",74.90,"8,430.40","-7,518.50",-7.10,"-5,157.20",,"-1,525.10",-40.10,-789.00,921.00,-267.50,653.50,653.50,-317.00,49.50,0.00,0.00,653.50,0.00,653.50,,9.10,911.90,653.50,0.00,0.00,0.00,104.70,0.00,758.20,0.00,0.00,0.00,0.00,0.00,0.00,6.29,6.29,6.29,6.29,Notes,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-28,"8,355.50",74.90,"8,430.40","-7,518.50",-7.10,"-5,157.20",,"-1,525.10",-40.10,-789.00,921.00,-267.50,653.50,653.50,-317.00,49.50,0.00,0.00,653.50,0.00,653.50,,9.10,911.90,653.50,0.00,0.00,0.00,104.70,0.00,758.20,0.00,0.00,0.00,0.00,0.00,0.00,6.29,6.29,6.29,6.29,Notes,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-29,"8,355.50",74.90,"8,430.40","-7,518.50",-7.10,"-5,157.20",,"-1,525.10",-40.10,-789.00,921.00,-267.50,653.50,653.50,-317.00,49.50,0.00,0.00,653.50,0.00,653.50,,9.10,911.90,653.50,0.00,0.00,0.00,104.70,0.00,758.20,0.00,0.00,0.00,0.00,0.00,0.00,6.29,6.29,6.29,6.29,Notes,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-30,"8,355.50",74.90,"8,430.40","-7,518.50",-7.10,"-5,157.20",,"-1,525.10",-40.10,-789.00,921.00,-267.50,653.50,653.50,-317.00,49.50,0.00,0.00,653.50,0.00,653.50,,9.10,911.90,653.50,0.00,0.00,0.00,104.70,0.00,758.20,0.00,0.00,0.00,0.00,0.00,0.00,6.29,6.29,6.29,6.29,Notes,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,"8,355.50",74.90,"8,430.40","-7,518.50",-7.10,"-5,157.20",,"-1,525.10",-40.10,-789.00,921.00,-267.50,653.50,653.50,-317.00,49.50,0.00,0.00,653.50,0.00,653.50,,9.10,911.90,653.50,0.00,0.00,0.00,104.70,0.00,758.20,0.00,0.00,0.00,0.00,0.00,0.00,6.29,6.29,6.29,6.29,Notes,6.29,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-02,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-03,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-04,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-05,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-07,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-08,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-09,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-10,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-11,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-12,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-13,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-14,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-15,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-16,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-17,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-18,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-19,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-20,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-21,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-23,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-24,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-25,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-26,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-27,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-29,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-01,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-04,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-07,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-09,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-10,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-11,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-12,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-13,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-14,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-15,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-16,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-19,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,"6,345.32",158.39,"6,503.71","-5,915.93",-16.90,"-4,116.52",19.68,"-1,217.38",-30.45,-554.35,597.19,-165.54,431.65,431.65,-170.80,5.26,0.00,0.00,431.65,0.00,431.65,,9.41,587.78,431.65,0.00,0.00,0.00,-15.87,0.00,415.77,0.00,0.00,0.00,0.00,0.00,0.00,,,4.15,4.09,Notes,4.15,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
