date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Depreciation and amortisation expenses_YRLY,Interest income on income tax refund_YRLY,Deferred Tax_YRLY,Profit before extraordinary items and Tax_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Short provision for tax relating to prior years_YRLY
2018-03-24,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-25,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-26,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-27,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-28,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-29,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-30,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2018-03-31,"24,539.42",454.53,"24,993.95","-22,401.73",-48.05,"-2,211.49","-5,137.39",,"-14,880.74",,"2,603.69",-682.34,"1,921.35","1,921.35",-712.48,30.14,0.00,0.00,"1,921.35",0.00,"1,921.35",,11.47,"2,592.22","1,921.35",0.00,0.00,0.00,-29.83,0.00,"1,891.52",0.00,0.00,0.00,0.00,0.00,0.00,,,18.54,18.53,Notes,18.54,18.53,-124.07,,,,,,
2016-04-01,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-02,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-03,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-04,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-05,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-06,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-07,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-08,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-09,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-10,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-11,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-12,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-13,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-14,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-15,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-16,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-17,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-18,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-19,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-20,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-21,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-22,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-23,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-24,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-25,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-26,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-27,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-28,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-29,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-04-30,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-01,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-02,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-03,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-04,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-05,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-06,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-07,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-08,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-09,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-10,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-11,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-12,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-13,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-14,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-15,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-16,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-17,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-18,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-19,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-20,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
2016-05-21,"25,211.29",403.30,"25,614.59","-23,472.32",-90.54,"-2,256.03","-4,555.27",-100.09,"-16,377.39",-93.01,"2,219.46",-682.22,"1,537.25","1,537.25",-662.03,,0.00,0.00,"1,537.25",0.00,"1,537.25",,77.19,"2,142.27","1,537.25",0.00,0.00,0.00,,,,,,,,,,,,14.62,14.62,Notes,14.62,14.62,,77.19,-2.12,"2,219.46","25,211.29",0.00,-18.06
