date,Net Sales_YRLY,Other Income_YRLY,Total Income_YRLY,Expenditure_YRLY,Finance Costs_YRLY,Other Expenses_YRLY,Employee benefit expense_YRLY,"Changes in inventories of finished goods, work-in-progress and stock-in-trade_YRLY",Purchases of stock-in-trade_YRLY,Depreciation and amortisation expense_YRLY,Profit (+)/ Loss (-) from Ordinary Activities before Tax_YRLY,Tax_YRLY,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax_YRLY,Net Profit_YRLY,Current tax_YRLY,Deferred tax_YRLY,Minority Interest_YRLY,Share of Profit & Loss of Asso_YRLY,Net Profit after Mino Inter & Share of P & L_YRLY,Any Other_YRLY,Income Attributable to Consolidated Group_YRLY,EPS after Extraordinary items (in Rs)_YRLY,Exceptional Item_YRLY,Profit after Interest but before Exceptional Items_YRLY,Net Profit Loss for the period from continuing operations_YRLY,Profit (loss) from discontinuing operations before tax_YRLY,Tax expense of discontinuing operations_YRLY,Net profit (loss) from discontinuing operation after tax_YRLY,Other Comprehensive Income Net of Taxes_YRLY,Any Other Comprehensive Item_YRLY,Total Comprehensive Income for the Period_YRLY,Total Amount of items that will not be reclassified to profit and loss_YRLY,Income tax relating to items that will not be reclassified to profit or loss_YRLY,Total Amount of items that will be reclassified to profit and loss_YRLY,Income tax relating to items that will be reclassified to profit or loss_YRLY,Net movement in regulatory deferral account balances_YRLY,Share of profit(loss) of associates and joint ventures_YRLY,Basic EPS for continuing operation_YRLY,Diluted EPS for continuing operation_YRLY,Basic for discontinued & continuing operation_YRLY,Diluted for discontinued & continuing operation_YRLY,_YRLY,basic_eps_YRLY,diluted_eps_YRLY,Depreciation and amortisation expenses_YRLY,Interest income on income tax refund_YRLY,Deferred Tax_YRLY,Profit before extraordinary items and Tax_YRLY,Revenue from Operations_YRLY,Extraordinary Items_YRLY,Short provision for tax relating to prior years_YRLY
2018-05-14,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-15,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-16,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-17,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-18,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-19,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-20,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-21,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-22,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-23,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-24,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-25,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-26,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-27,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-28,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-29,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-30,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-05-31,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-01,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-02,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-03,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-04,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-05,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-06,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-07,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-08,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-09,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-10,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-11,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-12,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-13,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-14,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-15,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-16,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-17,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-18,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-19,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-20,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-21,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-22,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-23,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-24,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-25,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-26,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-27,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-28,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-29,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-06-30,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-01,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-02,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-03,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-04,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-05,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-06,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-07,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
2018-07-08,"29,609.00",272.50,"29,881.50","-26,414.20",-33.90,"-2,760.70","-5,688.60",,"-17,803.60",-127.40,"3,494.90","-1,006.10","2,488.80","2,488.80","-1,104.50",98.40,0.00,0.00,"2,488.80",0.00,"2,488.80",,27.60,"3,467.30","2,488.80",0.00,0.00,0.00,123.00,0.00,"2,611.80",0.00,0.00,0.00,0.00,0.00,0.00,23.99,23.97,23.99,23.97,Notes,23.99,23.97,,,,,,,
