Net Sales,Other Income,Total Income,Expenditure,Cost of Materials Consumed,Finance Costs,Other Expenses,Purchases of stock-in-trade,"Changes in inventories of finished goods, work-in-progress and stock-in-trade",Employee benefit expense,Depreciation and amortisation expense,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Current tax,Deferred tax,Minority Interest,Share of Profit & Loss of Asso,Net Profit after Mino Inter & Share of P & L,Any Other,Income Attributable to Consolidated Group,EPS after Extraordinary items (in Rs),Exceptional Item,Profit after Interest but before Exceptional Items,Net Profit Loss for the period from continuing operations,Profit (loss) from discontinuing operations before tax,Tax expense of discontinuing operations,Net profit (loss) from discontinuing operation after tax,Other Comprehensive Income Net of Taxes,Any Other Comprehensive Item,Total Comprehensive Income for the Period,Total Amount of items that will not be reclassified to profit and loss,Income tax relating to items that will not be reclassified to profit or loss,Total Amount of items that will be reclassified to profit and loss,Income tax relating to items that will be reclassified to profit or loss,Net movement in regulatory deferral account balances,Share of profit(loss) of associates and joint ventures,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Othe Expenses,Other expensees,Net Sales/Revenue From Operations,Purchases of Stock in Trade,Depreciation and amortisation expenses,Excise Duty,Employee benefits expenses,Revenue from Operations,Others,Net Sales / Income from Operations,Basic & Diluted EPS after Extraordinary items,Other Operating Income,Employee Benefit Expenses,Profit before Interest and Exceptional Items,"Profit from Operations before Other Income, Interest and Exceptional Items",Face Value (in Rs),Cost of Material Consumed,Interest,Basic & Diluted EPS before Extraordinary items,Equity Capital,"Changes in inventories of finished goods, wip and Stock-in-trade",Other Expenditure,Diluted earnings per share before extraordinary items,Net sales or Revenue from Operations,Basic earnings per share after extraordinary items,Other Operating Revenues,Diluted earnings per share after extraordinary items,Basic earnings per share before extraordinary items,Non-encumbered Number of Shares,Percentage of Public Shareholding,% of the total share capital of the company,Number of Public Shareholding,% of the total of promoter & promoter group,Net Sales/Income from Operations (Net of Excise Duty),Purchase of Stock in Trade,Financial Cost,(Increase) / Decrease In Stock In Trade & WIP,Employees Cost,Depreciation,Consumption of Raw Materials,Purchase of Traded Goods,Depreciation & amortization expense,Tax Expense,Total Comprehensive Income for the Period Attributable to Owners of Parent Non-Controlling Interests,"Profit or Loss, Attributable to Owners of Parent",Prior Period Items,EPS before Extraordinary items (in Rs),"Total Profit or Loss, Attributable to Non-Controlling Interests",Comprehensive Income for the Period Attributable to Owners of Parent,Extraordinary Items,Cost of Investment In Sub,Reserves
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-03,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-04,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-05,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-06,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-07,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-08,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-09,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-10,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-11,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-12,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-13,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-14,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-15,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-16,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-17,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-18,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-19,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-20,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-21,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-22,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-23,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-24,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-25,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-26,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-27,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-28,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-29,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-30,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-01-31,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-01,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-02,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-03,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-04,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-05,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-06,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-07,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-08,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-09,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-10,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-11,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-12,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-13,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-14,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-15,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-16,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-17,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-18,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-19,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
"8,207.30",240.60,,"-7,425.70","-3,459.80",,"-2,011.80",,,,-277.70,"1,004.80",-363.60,641.20,641.20,,,0.00,46.10,687.30,0.00,687.30,,0.00,"1,004.80",641.20,0.00,0.00,0.00,-,-,-,,,,,,,,,,,Notes,2015-02-20,,,,-308.70,,,,,,"8,139.50",19.74,67.80,"-1,248.50","1,022.20",781.60,10.00,,-17.40,19.74,348.10,-119.20,,,,,,,,,,,,,,,,,,,,,,,-,-,0.00,,-,-,0.00,0.00,0.00
