Net Sales/Revenue From Operations,Other Income,Total Income,Expenditure,Finance Costs,Depreciation and amortisation expense,Employee benefit expense,Operating and Other expenses,Finance Income,Profit on sale of current investments ,Profit after Interest but before Exceptional Items,Profit (+)/ Loss (-) from Ordinary Activities before Tax,Net Profit (+)/ Loss (-) from Ordinary Activities after Tax,Net Profit,Basic EPS for continuing operation,Diluted EPS for continuing operation,Basic for discontinued & continuing operation,Diluted for discontinued & continuing operation,,date,Exceptional Item,Cost of Goods sold,Provision for Contingency,Other (gains)  / losses,Provision for Contingencies ,License Fees & Spectrum Charges,Employee Benefit Expenses,Equity Capital,Other Operating Income,Marketing & Business Promotion Expenses,Administration & Other Expenditure,Interest,Net Sales/ Income from Telecommunication services ,Network Operations Costs,Interconnect & Other Access Costs,"Profit from Operations before Other Income, Interest and Exceptional Items",Diluted EPS after Extraordinary items,Basic EPS after Extraordinary items,Depreciation & Amortization,Profit before Interest and Exceptional Items,Face Value (in Rs),Cost of Goods Sold,Operating & Other Expenses,Revenue from Operations,Employee benefits expenses,Percentage of Public Shareholding,Diluted EPS before Extraordinary items,% of the total of promoter & promoter group,%  of the total share capital of the company,% of the total share capital of the company,Number of Public Shareholding,Encumbered Number  of Shares,%  of the total of promoter & promoter group,Employees Cost,Non-encumbered Number of Shares,Basic EPS before Extraordinary items,Basic & Diluted EPS before Extraordinary items,Basic & Diluted EPS after Extraordinary items,Net Sales / Income from Operations,Employee Cost,Licence Fee & Spectrum Charges,Employee Coast,Financial Cost,Adminstrative & Other Expensess,Network & Other Charges,Network Operation Expenditure,Administration & Other Expenditures,Access & Interconnection Charges,Networking Operating Cost / Expenses,Depreciation / Amortisation,Profit on Sale of Long Term Investments,Income from Telecommunications Services,Adminstrative & Other Expenses,Fringe Benefit Tax,Depreciation,Tax,Administrative & Other Expenses,Reserves
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,664.80",26.00,"2,690.80","-5,641.80","-3,758.80",-398.50,-139.80,"-1,354.90",1.00,9.20,"-2,951.00","-2,951.00","-2,951.00","-2,951.00",-1.51,-1.51,-1.51,-1.51,Notes,2022-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-01,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-02,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-03,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-04,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-05,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-06,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-07,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-08,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-09,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-10,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-11,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-12,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-13,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-14,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-15,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-16,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-17,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-18,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-19,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-20,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-21,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-22,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-23,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-24,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-25,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-26,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-27,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-28,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-29,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-30,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-07-31,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-01,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-02,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-03,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-04,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-05,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-06,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-07,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-08,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-09,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-10,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-11,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-12,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-13,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-14,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-15,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-16,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-17,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-18,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-19,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2,776.60",13.80,"2,790.40","-5,665.30","-3,732.10",-377.30,-153.50,"-1,434.30",17.30,14.60,"-2,874.90","-2,927.60","-2,927.60","-2,927.60",-1.50,-1.50,-1.50,-1.50,Notes,2022-08-20,-52.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
